gsc_url,normalized_url,inventory_match,current_http_status,current_canonical,current_sitemap_status,clicks_3m,impressions_3m,queries,current_page_family,notes
https://echobuddha.com/learn/buddhist-dictionary/,https://echobuddha.com/learn/buddhist-dictionary/,true,200,https://echobuddha.com/learn/buddhist-dictionary/,true,0,9,NOT_AVAILABLE_IN_PAGE_AGGREGATE,DICTIONARY_HUB,Matched after deterministic URL normalization.
https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,true,200,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,true,0,8,NOT_AVAILABLE_IN_PAGE_AGGREGATE,BUDDHISM_101,Matched after deterministic URL normalization.
https://echobuddha.com/learn/four-noble-truths/,https://echobuddha.com/learn/four-noble-truths/,true,200,https://echobuddha.com/learn/four-noble-truths/,true,0,8,NOT_AVAILABLE_IN_PAGE_AGGREGATE,LEARN_GUIDE,Matched after deterministic URL normalization.
https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,true,200,https://echobuddha.com/quotes/compassion/let-kindness-be-the-echo-you-leave-in-every/,false,0,8,NOT_AVAILABLE_IN_PAGE_AGGREGATE,QUOTE_STORY,Matched after deterministic URL normalization.
https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,true,200,https://echobuddha.com/quotes/patience/when-anger-rises-pause-long-enough-to-see-the/,false,0,8,NOT_AVAILABLE_IN_PAGE_AGGREGATE,QUOTE_STORY,Matched after deterministic URL normalization.
https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,true,200,https://echobuddha.com/quotes/wisdom/wisdom-is-the-art-of-meeting-life-without-adding/,false,0,8,NOT_AVAILABLE_IN_PAGE_AGGREGATE,QUOTE_STORY,Matched after deterministic URL normalization.
https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/eightfold-path-explained/,true,200,https://echobuddha.com/articles/eightfold-path-explained/,true,0,8,NOT_AVAILABLE_IN_PAGE_AGGREGATE,ARTICLE,Matched after deterministic URL normalization.
https://echobuddha.com/contact/,https://echobuddha.com/contact/,true,200,https://echobuddha.com/contact/,true,0,7,NOT_AVAILABLE_IN_PAGE_AGGREGATE,CONTACT,Matched after deterministic URL normalization.
https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,true,200,https://echobuddha.com/quotes/wisdom/karma-begins-in-intention/,true,0,7,NOT_AVAILABLE_IN_PAGE_AGGREGATE,QUOTE_STORY,Matched after deterministic URL normalization.
https://echobuddha.com/articles/how-to-practice-non-attachment/,https://echobuddha.com/articles/how-to-practice-non-attachment/,true,200,https://echobuddha.com/articles/how-to-practice-non-attachment/,true,0,7,NOT_AVAILABLE_IN_PAGE_AGGREGATE,ARTICLE,Matched after deterministic URL normalization.
https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,true,200,https://echobuddha.com/quotes/impermanence/change-is-how-life-continues/,true,0,7,NOT_AVAILABLE_IN_PAGE_AGGREGATE,QUOTE_STORY,Matched after deterministic URL normalization.
https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,true,200,https://echobuddha.com/quotes/letting-go/you-do-not-need-to-carry-every-thought-that/,false,0,7,NOT_AVAILABLE_IN_PAGE_AGGREGATE,QUOTE_STORY,Matched after deterministic URL normalization.
https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,true,200,https://echobuddha.com/quotes/practice/the-path-is-not-far-away-it-is-the/,false,0,7,NOT_AVAILABLE_IN_PAGE_AGGREGATE,QUOTE_STORY,Matched after deterministic URL normalization.
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,true,200,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,true,0,7,NOT_AVAILABLE_IN_PAGE_AGGREGATE,ARTICLE,Matched after deterministic URL normalization.
https://echobuddha.com/articles/category/buddhist-wisdom/,https://echobuddha.com/articles/category/buddhist-wisdom/,true,200,https://echobuddha.com/articles/category/buddhist-wisdom/,true,0,7,NOT_AVAILABLE_IN_PAGE_AGGREGATE,ARTICLE_CATEGORY,Matched after deterministic URL normalization.
https://echobuddha.com/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,true,200,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,true,0,7,NOT_AVAILABLE_IN_PAGE_AGGREGATE,DICTIONARY_ENTRY,Matched after deterministic URL normalization.
https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,true,200,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,true,0,7,NOT_AVAILABLE_IN_PAGE_AGGREGATE,BUDDHISM_101,Matched after deterministic URL normalization.
https://echobuddha.com/articles/equanimity-in-buddhism/,https://echobuddha.com/articles/equanimity-in-buddhism/,true,200,https://echobuddha.com/articles/equanimity-in-buddhism/,true,0,7,NOT_AVAILABLE_IN_PAGE_AGGREGATE,ARTICLE,Matched after deterministic URL normalization.
https://echobuddha.com/articles/category/practice/,https://echobuddha.com/articles/category/practice/,true,200,https://echobuddha.com/articles/category/practice/,true,0,6,NOT_AVAILABLE_IN_PAGE_AGGREGATE,ARTICLE_CATEGORY,Matched after deterministic URL normalization.
https://echobuddha.com/articles/four-noble-truths-explained-simply/,https://echobuddha.com/articles/four-noble-truths-explained-simply/,true,200,https://echobuddha.com/articles/four-noble-truths-explained-simply/,true,0,6,NOT_AVAILABLE_IN_PAGE_AGGREGATE,ARTICLE,Matched after deterministic URL normalization.
https://echobuddha.com/tools/,https://echobuddha.com/tools/,true,200,https://echobuddha.com/tools/,true,0,6,NOT_AVAILABLE_IN_PAGE_AGGREGATE,TOOL,Matched after deterministic URL normalization.
https://echobuddha.com/meditation/,https://echobuddha.com/meditation/,true,200,https://echobuddha.com/meditation/,true,0,6,NOT_AVAILABLE_IN_PAGE_AGGREGATE,MEDITATION_HUB,Matched after deterministic URL normalization.
https://echobuddha.com/buddhist-sources-and-citations/,https://echobuddha.com/buddhist-sources-and-citations/,true,200,https://echobuddha.com/buddhist-sources-and-citations/,true,0,6,NOT_AVAILABLE_IN_PAGE_AGGREGATE,SOURCE_POLICY,Matched after deterministic URL normalization.
https://echobuddha.com/learn/buddhist-dictionary/sangha/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,true,200,https://echobuddha.com/learn/buddhist-dictionary/sangha/,true,0,6,NOT_AVAILABLE_IN_PAGE_AGGREGATE,DICTIONARY_ENTRY,Matched after deterministic URL normalization.
http://echobuddha.com/,https://echobuddha.com/,true,200,https://echobuddha.com/,true,0,5,NOT_AVAILABLE_IN_PAGE_AGGREGATE,HOME,Matched after deterministic URL normalization.
https://echobuddha.com/daily-reflections/thoughts-are-visitors/,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,true,200,https://echobuddha.com/daily-reflections/thoughts-are-visitors/,false,0,5,NOT_AVAILABLE_IN_PAGE_AGGREGATE,REFLECTION,Matched after deterministic URL normalization.
https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,true,200,https://echobuddha.com/learn/dhammapada-reflections/avoid-evil-do-good-purify-the-mind/,true,0,5,NOT_AVAILABLE_IN_PAGE_AGGREGATE,LEARN_GUIDE,Matched after deterministic URL normalization.
https://echobuddha.com/articles/buddhist-approach-to-anger/,https://echobuddha.com/articles/buddhist-approach-to-anger/,true,200,https://echobuddha.com/articles/buddhist-approach-to-anger/,true,0,5,NOT_AVAILABLE_IN_PAGE_AGGREGATE,ARTICLE,Matched after deterministic URL normalization.
https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/articles/mindful-email-and-texting/,true,200,https://echobuddha.com/articles/mindful-email-and-texting/,true,0,5,NOT_AVAILABLE_IN_PAGE_AGGREGATE,ARTICLE,Matched after deterministic URL normalization.
https://echobuddha.com/articles/compassion-with-boundaries/,https://echobuddha.com/articles/compassion-with-boundaries/,true,200,https://echobuddha.com/articles/compassion-with-boundaries/,true,0,5,NOT_AVAILABLE_IN_PAGE_AGGREGATE,ARTICLE,Matched after deterministic URL normalization.
https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,true,200,https://echobuddha.com/learn/sutta-for-daily-life/buddhas-teaching-on-patience/,true,0,5,NOT_AVAILABLE_IN_PAGE_AGGREGATE,LEARN_GUIDE,Matched after deterministic URL normalization.
https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,true,200,https://echobuddha.com/quotes/mindfulness/a-peaceful-mind-begins-with-one-honest-breath/,false,0,5,NOT_AVAILABLE_IN_PAGE_AGGREGATE,QUOTE_STORY,Matched after deterministic URL normalization.
https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,true,200,https://echobuddha.com/daily-reflections/patience-before-anger-speaks/,false,0,5,NOT_AVAILABLE_IN_PAGE_AGGREGATE,REFLECTION,Matched after deterministic URL normalization.
https://echobuddha.com/learn/buddhist-dictionary/nirvana/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,true,200,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,true,0,5,NOT_AVAILABLE_IN_PAGE_AGGREGATE,DICTIONARY_ENTRY,Matched after deterministic URL normalization.
https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,true,200,https://echobuddha.com/quotes/awareness/look-beneath-the-reaction-and-you-may-find-a/,false,0,4,NOT_AVAILABLE_IN_PAGE_AGGREGATE,QUOTE_STORY,Matched after deterministic URL normalization.
https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,true,200,https://echobuddha.com/quotes/wisdom/the-lesson-repeats-until-attention-replaces-habit/,false,0,4,NOT_AVAILABLE_IN_PAGE_AGGREGATE,QUOTE_STORY,Matched after deterministic URL normalization.
https://echobuddha.com/quotes/impermanence/,https://echobuddha.com/quotes/impermanence/,true,200,https://echobuddha.com/quotes/impermanence/,true,0,4,NOT_AVAILABLE_IN_PAGE_AGGREGATE,QUOTE_CATEGORY,Matched after deterministic URL normalization.
https://echobuddha.com/privacy-policy/,https://echobuddha.com/privacy-policy/,true,200,https://echobuddha.com/privacy-policy/,true,0,4,NOT_AVAILABLE_IN_PAGE_AGGREGATE,PRIVACY,Matched after deterministic URL normalization.
https://echobuddha.com/editorial-policy/,https://echobuddha.com/editorial-policy/,true,200,https://echobuddha.com/editorial-policy/,true,0,4,NOT_AVAILABLE_IN_PAGE_AGGREGATE,EDITORIAL_POLICY,Matched after deterministic URL normalization.
