URL,inventory_url_id,verdict,coverage_state,robots_state,indexing_state,last_crawl_time,page_fetch_state,google_canonical,user_canonical,canonical_agreement,sitemap_membership_reported_by_google,referring_urls,crawler,inspection_timestamp,api_result_link,confidence,error
https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,url_fb83632bdc208258,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-05T06:51:57Z,SUCCESSFUL,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,https://echobuddha.com/articles/impermanence-in-buddhism-letting-go/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/,url_6ea8025de93275d9,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-14T18:11:55Z,SUCCESSFUL,https://echobuddha.com/articles/,https://echobuddha.com/articles/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/letting-go-without-giving-up/,url_3cb2db3b7331ebf8,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-14T16:12:28Z,SUCCESSFUL,https://echobuddha.com/articles/letting-go-without-giving-up/,https://echobuddha.com/articles/letting-go-without-giving-up/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/loving-kindness-meditation-beginners/,url_ccc87cb3819fbd27,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-08T01:47:06Z,SUCCESSFUL,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/loving-kindness-meditation-guide/,url_ec56039799fdb677,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-15T09:21:42Z,SUCCESSFUL,https://echobuddha.com/articles/loving-kindness-meditation-guide/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,GOOGLE_USER_CANONICAL_AGREE,,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/metta-meditation-script/,url_954280dd6203b26f,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-07-10T15:50:43Z,SUCCESSFUL,https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/articles/metta-meditation-script/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/mindful-email-and-texting/,url_f309707dd28fb9fe,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-06T14:30:02Z,SUCCESSFUL,https://echobuddha.com/articles/mindful-email-and-texting/,https://echobuddha.com/articles/mindful-email-and-texting/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,https://echobuddha.com/quotes/practice/daily-practice-turns-understanding-from-an-idea-into-a/,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/mindful-listening-in-everyday-life/,url_d2a8066ab5634124,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-07-31T13:09:22Z,SUCCESSFUL,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,https://echobuddha.com/articles/mindful-listening-in-everyday-life/,GOOGLE_USER_CANONICAL_AGREE,,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/mindfulness-for-better-sleep/,url_c90cf7c00b13b4bc,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-07-25T04:50:25Z,SUCCESSFUL,https://echobuddha.com/articles/mindfulness-for-better-sleep/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/mindfulness-morning-routine/,url_e6f1af69e4e471fe,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-04T18:57:49Z,SUCCESSFUL,https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/articles/mindfulness-morning-routine/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/mindfulness-of-breathing-guide/,url_0ebed150bf36fd12,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-06T18:15:32Z,SUCCESSFUL,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,https://echobuddha.com/articles/mindfulness-of-breathing-guide/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/mindfulness-vs-meditation/,url_c3f00c261de1a4c7,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-19T09:35:00Z,SUCCESSFUL,https://echobuddha.com/articles/mindfulness-vs-meditation/,https://echobuddha.com/articles/mindfulness-vs-meditation/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,url_5052b76c7c198f4a,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-07-21T09:49:59Z,SUCCESSFUL,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,GOOGLE_USER_CANONICAL_AGREE,,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/non-attachment-in-relationships/,url_85a0416d97e17212,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-06T15:13:53Z,SUCCESSFUL,https://echobuddha.com/articles/non-attachment-in-relationships/,https://echobuddha.com/articles/non-attachment-in-relationships/,GOOGLE_USER_CANONICAL_AGREE,,https://echobuddha.com/quotes/letting-go/open-hands-non-attachment/,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/right-livelihood-modern-life/,url_c6a72669cccfa1f6,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-16T14:35:24Z,SUCCESSFUL,https://echobuddha.com/articles/right-livelihood-modern-life/,https://echobuddha.com/articles/right-livelihood-modern-life/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,https://echobuddha.com/sitemap.xml,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/right-speech-buddhism/,url_b9475a9f82c6331b,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-23T16:40:39Z,SUCCESSFUL,https://echobuddha.com/articles/right-speech-buddhism/,https://echobuddha.com/articles/right-speech-buddhism/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
https://echobuddha.com/articles/right-speech-examples/,url_0c44141f00905420,PASS,Submitted and indexed,ALLOWED,INDEXING_ALLOWED,2026-08-06T14:55:07Z,SUCCESSFUL,https://echobuddha.com/articles/right-speech-examples/,https://echobuddha.com/articles/right-speech-examples/,GOOGLE_USER_CANONICAL_AGREE,https://echobuddha.com/sitemap.xml,https://echobuddha.com/articles/mindful-email-and-texting/,MOBILE,2026-08-24T06:06:01.824Z,,CURRENT_FIRST_PARTY_INDEXED_VERSION_API,
